full_path,path,class
/Users/amirbajmukasev/pp_5/dataset/brown/0071.jpg,dataset/brown/0071.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0717.jpg,dataset/brown/0717.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0703.jpg,dataset/brown/0703.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0065.jpg,dataset/brown/0065.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0059.jpg,dataset/brown/0059.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0918.jpg,dataset/brown/0918.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0930.jpg,dataset/brown/0930.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0924.jpg,dataset/brown/0924.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0515.jpg,dataset/brown/0515.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0273.jpg,dataset/brown/0273.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0267.jpg,dataset/brown/0267.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0501.jpg,dataset/brown/0501.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0529.jpg,dataset/brown/0529.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0298.jpg,dataset/brown/0298.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0461.jpg,dataset/brown/0461.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0307.jpg,dataset/brown/0307.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0313.jpg,dataset/brown/0313.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0475.jpg,dataset/brown/0475.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0449.jpg,dataset/brown/0449.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0105.jpg,dataset/brown/0105.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0663.jpg,dataset/brown/0663.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0677.jpg,dataset/brown/0677.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0111.jpg,dataset/brown/0111.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0139.jpg,dataset/brown/0139.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0887.jpg,dataset/brown/0887.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0893.jpg,dataset/brown/0893.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0878.jpg,dataset/brown/0878.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0844.jpg,dataset/brown/0844.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0688.jpg,dataset/brown/0688.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0850.jpg,dataset/brown/0850.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0851.jpg,dataset/brown/0851.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0689.jpg,dataset/brown/0689.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0845.jpg,dataset/brown/0845.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0879.jpg,dataset/brown/0879.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0892.jpg,dataset/brown/0892.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0138.jpg,dataset/brown/0138.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0886.jpg,dataset/brown/0886.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0676.jpg,dataset/brown/0676.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0110.jpg,dataset/brown/0110.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0104.jpg,dataset/brown/0104.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0662.jpg,dataset/brown/0662.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0448.jpg,dataset/brown/0448.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0312.jpg,dataset/brown/0312.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0474.jpg,dataset/brown/0474.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0460.jpg,dataset/brown/0460.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0306.jpg,dataset/brown/0306.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0299.jpg,dataset/brown/0299.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0528.jpg,dataset/brown/0528.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0266.jpg,dataset/brown/0266.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0500.jpg,dataset/brown/0500.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0514.jpg,dataset/brown/0514.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0272.jpg,dataset/brown/0272.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0925.jpg,dataset/brown/0925.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0931.jpg,dataset/brown/0931.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0919.jpg,dataset/brown/0919.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0058.jpg,dataset/brown/0058.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0702.jpg,dataset/brown/0702.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0064.jpg,dataset/brown/0064.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0070.jpg,dataset/brown/0070.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0716.jpg,dataset/brown/0716.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0066.jpg,dataset/brown/0066.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0700.jpg,dataset/brown/0700.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0714.jpg,dataset/brown/0714.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0072.jpg,dataset/brown/0072.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0728.jpg,dataset/brown/0728.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0099.jpg,dataset/brown/0099.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0927.jpg,dataset/brown/0927.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0933.jpg,dataset/brown/0933.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0502.jpg,dataset/brown/0502.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0264.jpg,dataset/brown/0264.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0270.jpg,dataset/brown/0270.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0516.jpg,dataset/brown/0516.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0258.jpg,dataset/brown/0258.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0476.jpg,dataset/brown/0476.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0310.jpg,dataset/brown/0310.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0304.jpg,dataset/brown/0304.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0462.jpg,dataset/brown/0462.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0338.jpg,dataset/brown/0338.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0489.jpg,dataset/brown/0489.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0112.jpg,dataset/brown/0112.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0674.jpg,dataset/brown/0674.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0660.jpg,dataset/brown/0660.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0106.jpg,dataset/brown/0106.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0890.jpg,dataset/brown/0890.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0648.jpg,dataset/brown/0648.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0884.jpg,dataset/brown/0884.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0853.jpg,dataset/brown/0853.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0847.jpg,dataset/brown/0847.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0846.jpg,dataset/brown/0846.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0852.jpg,dataset/brown/0852.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0885.jpg,dataset/brown/0885.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0649.jpg,dataset/brown/0649.jpg,brown
/Users/amirbajmukasev/pp_5/dataset/brown/0891.jpg,dataset/brown/0891.jpg,brown
