full_path,path,class
/Users/amirbajmukasev/pp_5/dataset_random/7138.jpg,dataset_random/7138.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/3916.jpg,dataset_random/3916.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/21.jpg,dataset_random/21.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/8326.jpg,dataset_random/8326.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/1494.jpg,dataset_random/1494.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/81.jpg,dataset_random/81.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/6135.jpg,dataset_random/6135.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/4185.jpg,dataset_random/4185.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/7322.jpg,dataset_random/7322.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/5529.jpg,dataset_random/5529.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/4085.jpg,dataset_random/4085.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/6299.jpg,dataset_random/6299.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/2540.jpg,dataset_random/2540.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/5092.jpg,dataset_random/5092.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/7249.jpg,dataset_random/7249.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/157.jpg,dataset_random/157.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/9671.jpg,dataset_random/9671.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/8359.jpg,dataset_random/8359.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/5589.jpg,dataset_random/5589.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/5385.jpg,dataset_random/5385.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/3907.jpg,dataset_random/3907.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/2484.jpg,dataset_random/2484.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/7534.jpg,dataset_random/7534.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/9127.jpg,dataset_random/9127.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/2108.jpg,dataset_random/2108.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/9170.jpg,dataset_random/9170.jpg,brown
/Users/amirbajmukasev/pp_5/dataset_random/7788.jpg,dataset_random/7788.jpg,brown
